%eval_id interface x1             x2             x3             x4             x5             x6             obj_fn         
75       NO_ID      0.4260738391   0.6318328157   0.9936972618   0.2769660073   0.8212582128   0.08492776586  8847.210284    
76       NO_ID      0.7079291956   -0.7418797884  -0.6259888282  -0.1443785273  -0.6007653125  0.2305132784   2395.745987    
77       NO_ID      0.7890295618   -0.8758960289  -0.6665125833  -0.1009967803  0.0007984298095 0.2127448516   1938.338724    
78       NO_ID      0.9629458036   0.009690748703 0.07860354897  -0.7083765096  -0.7086447043  0.1719825502   3868.3918      
79       NO_ID      0.9770082347   0.6093225907   -0.4258210739  0.5242159414   -0.9792300272  0.5690347488   2419.26154     
80       NO_ID      0.1455247043   -0.278610606   0.6933432755   0.7318419662   0.6258863199   0.4097517036   7735.831171    
81       NO_ID      0.5393298878   -0.03413910204 -0.7992480483  -0.6133720811  -0.7587696185  0.1917917902   4122.780512    
82       NO_ID      0.2146572661   0.08394424488  -0.2006695682  0.06205735543  -0.1337119373  0.6560970435   1951.537487    
83       NO_ID      0.8074140434   0.5725036209   0.160697512    0.05449148101  -0.88881664    0.8405872893   2037.334276    
84       NO_ID      0.1833860524   -0.09000085895 0.5202713492   0.8111204445   -0.9575726344  0.7796598844   2364.939804    
85       NO_ID      0.8687234315   -0.985494465   -0.3581452616  0.7575257776   0.691629703    0.5046658126   3818.99612     
86       NO_ID      0.6314405576   -0.8066109195  -0.960554813   -0.8431923444  -0.5741739789  0.003275909193 4037.165958    
87       NO_ID      0.7026031472   0.6502834062   -0.9443725908  0.2007781946   0.8284753238   0.3344531309   2829.770732    
88       NO_ID      0.2649495912   -0.7724297388  -0.03921195182 -0.02550022792 0.2076555203   0.06910725401  2641.063654    
89       NO_ID      0.9500148938   0.5041274953   -0.8384348654  0.8396037254   0.2839279079   0.635228541    3082.295338    
90       NO_ID      0.292470707    -0.3763049455  0.08376795551  0.6236063692   -0.2594246325  0.1424503882   2878.996642    
91       NO_ID      0.8630016584   -0.4552523428  0.4633779543   -0.808103923   -0.9807964362  0.8769637467   2960.431001    
92       NO_ID      0.3673070724   0.9384152561   0.3110580423   -0.3473070052  0.8198242477   0.6499364677   741.4129694    
93       NO_ID      0.6952091477   -0.445564928   0.9469552274   -0.08330991421 -0.9602801805  0.5785203186   645.392339     
94       NO_ID      0.2720035412   0.02983112316  -0.1032259776  -0.6904311886  0.1975013174   0.6274528437   1746.88896     
95       NO_ID      0.4634766286   0.2906227615   -0.7537325891  0.2325122338   -0.5359913557  0.8603088705   924.2215514    
